1 3.04815e-17 3.04815e-17 2 1 0
1.04 3.04815e-17 3.04815e-17 1 1 0
1.08 3.04815e-17 3.04815e-17 1 1 0
1.13 3.04815e-17 3.04815e-17 1 1 0
1.18 3.04815e-17 3.04815e-17 1 1 0
1.23 3.04815e-17 3.04815e-17 1 1 0
1.28 3.04815e-17 3.04815e-17 1 1 0
1.33 3.04815e-17 3.04815e-17 1 1 0
1.38 3.04815e-17 3.04815e-17 1 1 0
1.43 3.04815e-17 3.04815e-17 1 1 0
1.48 3.04815e-17 3.04815e-17 1 1 0
1.53 3.04815e-17 3.04815e-17 1 1 0
1.58 3.04815e-17 3.04815e-17 1 1 0
1.63 3.04815e-17 3.04815e-17 1 1 0
1.68 3.04815e-17 3.04815e-17 1 1 0
1.73 3.04815e-17 3.04815e-17 1 1 0
1.78 3.04815e-17 3.04815e-17 1 1 0
1.83 3.04815e-17 3.04815e-17 1 1 0
1.88 3.04815e-17 3.04815e-17 1 1 0
1.93 3.04815e-17 3.04815e-17 1 1 0
1.98 3.04815e-17 3.04815e-17 1 1 0
2.03 3.04815e-17 3.04815e-17 1 1 0
2.08 3.04815e-17 3.04815e-17 1 1 0
2.13 3.04815e-17 3.04815e-17 1 1 0
2.18 3.04815e-17 3.04815e-17 1 1 0
2.23 3.04815e-17 3.04815e-17 1 1 0
2.28 3.04815e-17 3.04815e-17 1 1 0
2.33 3.04815e-17 3.04815e-17 1 1 0
2.38 3.04815e-17 3.04815e-17 1 1 0
2.43 3.04815e-17 3.04815e-17 1 1 0
2.48 3.04815e-17 3.04815e-17 1 1 0
2.53 3.04815e-17 3.04815e-17 1 1 0
2.58 3.04815e-17 3.04815e-17 1 1 0
2.63 3.04815e-17 3.04815e-17 1 1 0
2.68 3.04815e-17 3.04815e-17 1 1 0
2.73 3.04815e-17 3.04815e-17 1 1 0
2.78 3.04815e-17 3.04815e-17 1 1 0
2.83 3.04815e-17 3.04815e-17 1 1 0
2.88 3.04815e-17 3.04815e-17 1 1 0
2.93 3.04815e-17 3.04815e-17 1 1 0
2.98 3.04815e-17 3.04815e-17 1 1 0
3.03 3.04815e-17 3.04815e-17 1 1 0
3.08 3.04815e-17 3.04815e-17 1 1 0
3.13 3.04815e-17 3.04815e-17 1 1 0
3.18 3.04815e-17 3.04815e-17 1 1 0
3.23 3.04815e-17 3.04815e-17 1 1 0
3.28 3.04815e-17 3.04815e-17 1 1 0
3.33 3.04815e-17 3.04815e-17 1 1 0
3.38 3.04815e-17 3.04815e-17 1 1 0
