5 5.06841 5.06841 2 1 0
4.98113 5.06841 5.06841 1 1 0
4.97171 5.06841 5.06841 1 1 0
4.96229 5.06841 5.06841 1 1 0
4.95289 5.06841 5.06841 1 1 0
4.94349 5.06841 5.06841 1 1 0
4.93411 5.06841 5.06841 1 1 0
4.92473 5.06841 5.06841 1 1 0
4.91536 5.06841 5.06841 1 1 0
4.906 5.06841 5.06841 1 1 0
4.89666 5.06841 5.06841 1 1 0
4.88732 5.06841 5.06841 1 1 0
4.87799 5.06841 5.06841 1 1 0
4.86868 5.06841 5.06841 1 1 0
4.85937 5.06841 5.06841 1 1 0
4.85008 5.06841 5.06841 1 1 0
4.8408 5.06841 5.06841 1 1 0
4.83153 5.06841 5.06841 1 1 0
4.82227 5.06841 5.06841 1 1 0
4.81302 5.06841 5.06841 1 1 0
4.80379 5.06841 5.06841 1 1 0
4.79457 5.06841 5.06841 1 1 0
4.78536 5.06841 5.06841 1 1 0
4.77617 5.06841 5.06841 1 1 0
4.76699 5.06841 5.06841 1 1 0
4.75782 5.06841 5.06841 1 1 0
4.74867 5.06841 5.06841 1 1 0
4.73953 5.06841 5.06841 1 1 0
4.73041 5.06841 5.06841 1 1 0
4.7213 5.06841 5.06841 1 1 0
4.71221 5.06841 5.06841 1 1 0
4.70313 5.06841 5.06841 1 1 0
4.69408 5.06841 5.06841 1 1 0
4.68503 5.06841 5.06841 1 1 0
4.67601 5.06841 5.06841 1 1 0
4.667 5.06841 5.06841 1 1 0
4.65801 5.06841 5.06841 1 1 0
4.64904 5.06841 5.06841 1 1 0
4.64009 5.06841 5.06841 1 1 0
4.63115 5.06841 5.06841 1 1 0
4.62224 5.06841 5.06841 1 1 0
4.61335 5.06841 5.06841 1 1 0
4.60447 5.06841 5.06841 1 1 0
4.59562 5.0684 5.0684 1 1 0
4.58679 5.0684 5.0684 1 1 0
4.57798 5.0684 5.0684 1 1 0
4.5692 5.0684 5.0684 1 1 0
4.56043 5.0684 5.0684 1 1 0
4.5517 5.0684 5.0684 1 1 0
4.54298 5.0684 5.0684 1 1 0
4.53429 5.0684 5.0684 1 1 0
4.52563 5.0684 5.0684 1 1 0
4.51699 5.0684 5.0684 1 1 0
4.50838 5.0684 5.0684 1 1 0
